,type,value,start,end,name,createdAt,instanceId,id
637,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:07,pop-os,32304
638,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:05,pop-os,32303
639,Counter,15736,,,agent.ping.count,2022-01-23T20:53:05,pop-os,32299
640,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:53:03,pop-os,32302
641,Counter,15735,,,agent.ping.count,2022-01-23T20:53:03,pop-os,32298
642,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:53:01,pop-os,32301
643,Counter,15734,,,agent.ping.count,2022-01-23T20:53:01,pop-os,32297
644,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:59,pop-os,32300
645,Counter,15733,,,agent.ping.count,2022-01-23T20:52:59,pop-os,32296
646,Counter,15732,,,agent.ping.count,2022-01-23T20:52:57,pop-os,32295
647,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:57,pop-os,32294
648,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:52:55,pop-os,32293
649,Counter,15731,,,agent.ping.count,2022-01-23T20:52:55,pop-os,32288
650,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:53,pop-os,32292
651,Counter,15730,,,agent.ping.count,2022-01-23T20:52:53,pop-os,32287
652,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:52:51,pop-os,32291
653,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:52:51,agent.ping.average.failure,2022-01-23T20:52:51,pop-os,32290
654,Counter,15729,,,agent.ping.count,2022-01-23T20:52:51,pop-os,32286
655,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:52:49,pop-os,32289
656,Counter,15728,,,agent.ping.count,2022-01-23T20:52:49,pop-os,32285
657,Measurement,24,,,agent.ping.roundtriptime,2022-01-23T20:52:47,pop-os,32284
658,Counter,15727,,,agent.ping.count,2022-01-23T20:52:47,pop-os,32279
659,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:52:45,pop-os,32283
660,Counter,15726,,,agent.ping.count,2022-01-23T20:52:45,pop-os,32278
661,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:52:43,pop-os,32282
662,Counter,15725,,,agent.ping.count,2022-01-23T20:52:43,pop-os,32277
663,Measurement,40,,,agent.ping.roundtriptime,2022-01-23T20:52:41,pop-os,32281
664,Counter,15724,,,agent.ping.count,2022-01-23T20:52:41,pop-os,32276
665,Measurement,27,,,agent.ping.roundtriptime,2022-01-23T20:52:39,pop-os,32280
666,Counter,15723,,,agent.ping.count,2022-01-23T20:52:39,pop-os,32275
667,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:52:37,pop-os,32274
668,Counter,15722,,,agent.ping.count,2022-01-23T20:52:37,pop-os,32269
669,Measurement,34,,,agent.ping.roundtriptime,2022-01-23T20:52:35,pop-os,32273
670,Counter,15721,,,agent.ping.count,2022-01-23T20:52:35,pop-os,32268
671,Measurement,30,,,agent.ping.roundtriptime,2022-01-23T20:52:33,pop-os,32272
672,Counter,15720,,,agent.ping.count,2022-01-23T20:52:33,pop-os,32267
673,Measurement,56,,,agent.ping.roundtriptime,2022-01-23T20:52:31,pop-os,32271
674,Measurement,1,2022-01-23T20:43:39,2022-01-23T20:52:31,agent.ping.average.failure,2022-01-23T20:52:31,pop-os,32270
675,Counter,15719,,,agent.ping.count,2022-01-23T20:52:31,pop-os,32266
676,Counter,15718,,,agent.ping.count,2022-01-23T20:52:29,pop-os,32265
677,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:28,pop-os,32264
678,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:26,pop-os,32263
679,Counter,15717,,,agent.ping.count,2022-01-23T20:52:26,pop-os,32259
680,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:52:24,pop-os,32262
681,Counter,15716,,,agent.ping.count,2022-01-23T20:52:24,pop-os,32258
682,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:52:22,pop-os,32261
683,Counter,15715,,,agent.ping.count,2022-01-23T20:52:22,pop-os,32257
684,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:52:20,pop-os,32260
685,Counter,15714,,,agent.ping.count,2022-01-23T20:52:20,pop-os,32256
686,Counter,15713,,,agent.ping.count,2022-01-23T20:52:18,pop-os,32255
687,Counter,15712,,,agent.ping.count,2022-01-23T20:52:16,pop-os,32251
688,Counter,15711,,,agent.ping.count,2022-01-23T20:52:14,pop-os,32250
689,Counter,15710,,,agent.ping.count,2022-01-23T20:52:12,pop-os,32249
690,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:52:10,agent.ping.average.failure,2022-01-23T20:52:10,pop-os,32254
691,Counter,15709,,,agent.ping.count,2022-01-23T20:52:10,pop-os,32248
692,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:52:08,pop-os,32253
693,Counter,15708,,,agent.ping.count,2022-01-23T20:52:08,pop-os,32247
694,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:52:06,pop-os,32252
695,Counter,15707,,,agent.ping.count,2022-01-23T20:52:06,pop-os,32246
696,Counter,15706,,,agent.ping.count,2022-01-23T20:52:04,pop-os,32245
697,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:52:03,pop-os,32244
698,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:52:01,pop-os,32243
699,Counter,15705,,,agent.ping.count,2022-01-23T20:52:01,pop-os,32239
700,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:51:59,pop-os,32242
701,Counter,15704,,,agent.ping.count,2022-01-23T20:51:59,pop-os,32238
702,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:51:57,pop-os,32241
703,Counter,15703,,,agent.ping.count,2022-01-23T20:51:57,pop-os,32237
704,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:51:55,pop-os,32240
705,Counter,15702,,,agent.ping.count,2022-01-23T20:51:55,pop-os,32236
706,Counter,15701,,,agent.ping.count,2022-01-23T20:51:53,pop-os,32235
707,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:51:53,pop-os,32234
708,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:51:51,pop-os,32233
709,Counter,15700,,,agent.ping.count,2022-01-23T20:51:51,pop-os,32228
710,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:51:49,pop-os,32232
711,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:51:49,agent.ping.average.failure,2022-01-23T20:51:49,pop-os,32231
712,Counter,15699,,,agent.ping.count,2022-01-23T20:51:49,pop-os,32227
713,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:51:47,pop-os,32230
714,Counter,15698,,,agent.ping.count,2022-01-23T20:51:47,pop-os,32226
715,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:51:45,pop-os,32229
716,Counter,15697,,,agent.ping.count,2022-01-23T20:51:45,pop-os,32225
717,Measurement,35,,,agent.ping.roundtriptime,2022-01-23T20:51:43,pop-os,32224
718,Counter,15696,,,agent.ping.count,2022-01-23T20:51:43,pop-os,32219
719,Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:51:41,pop-os,32223
720,Counter,15695,,,agent.ping.count,2022-01-23T20:51:41,pop-os,32218
721,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:51:39,pop-os,32222
722,Counter,15694,,,agent.ping.count,2022-01-23T20:51:39,pop-os,32217
723,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:51:37,pop-os,32221
724,Counter,15693,,,agent.ping.count,2022-01-23T20:51:37,pop-os,32216
725,Measurement,50,,,agent.ping.roundtriptime,2022-01-23T20:51:35,pop-os,32220
726,Counter,15692,,,agent.ping.count,2022-01-23T20:51:35,pop-os,32215
727,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:51:33,pop-os,32214
728,Counter,15691,,,agent.ping.count,2022-01-23T20:51:33,pop-os,32209
729,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:51:31,pop-os,32213
730,Counter,15690,,,agent.ping.count,2022-01-23T20:51:31,pop-os,32208
731,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:51:29,pop-os,32212
732,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:51:29,agent.ping.average.failure,2022-01-23T20:51:29,pop-os,32211
733,Counter,15689,,,agent.ping.count,2022-01-23T20:51:29,pop-os,32207
734,Measurement,44,,,agent.ping.roundtriptime,2022-01-23T20:51:27,pop-os,32210
735,Counter,15688,,,agent.ping.count,2022-01-23T20:51:27,pop-os,32206
736,Counter,15687,,,agent.ping.count,2022-01-23T20:51:25,pop-os,32205
737,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:51:24,pop-os,32204
738,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:51:22,pop-os,32203
739,Counter,15686,,,agent.ping.count,2022-01-23T20:51:22,pop-os,32199
740,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:51:20,pop-os,32202
741,Counter,15685,,,agent.ping.count,2022-01-23T20:51:20,pop-os,32198
742,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:51:18,pop-os,32201
743,Counter,15684,,,agent.ping.count,2022-01-23T20:51:18,pop-os,32197
744,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:51:16,pop-os,32200
745,Counter,15683,,,agent.ping.count,2022-01-23T20:51:16,pop-os,32196
746,Counter,15682,,,agent.ping.count,2022-01-23T20:51:14,pop-os,32195
747,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:51:14,pop-os,32194
748,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:51:12,pop-os,32193
749,Counter,15681,,,agent.ping.count,2022-01-23T20:51:12,pop-os,32188
750,Measurement,65,,,agent.ping.roundtriptime,2022-01-23T20:51:10,pop-os,32192
751,Counter,15680,,,agent.ping.count,2022-01-23T20:51:10,pop-os,32187
752,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:51:08,pop-os,32191
753,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:51:08,agent.ping.average.failure,2022-01-23T20:51:08,pop-os,32190
754,Counter,15679,,,agent.ping.count,2022-01-23T20:51:08,pop-os,32186
755,Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:51:06,pop-os,32189
756,Counter,15678,,,agent.ping.count,2022-01-23T20:51:06,pop-os,32185
757,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:51:04,pop-os,32184
758,Counter,15677,,,agent.ping.count,2022-01-23T20:51:04,pop-os,32179
759,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:51:02,pop-os,32183
760,Counter,15676,,,agent.ping.count,2022-01-23T20:51:02,pop-os,32178
761,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:51:00,pop-os,32182
762,Counter,15675,,,agent.ping.count,2022-01-23T20:51:00,pop-os,32177
763,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:50:58,pop-os,32181
764,Counter,15674,,,agent.ping.count,2022-01-23T20:50:58,pop-os,32176
765,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:50:56,pop-os,32180
766,Counter,15673,,,agent.ping.count,2022-01-23T20:50:56,pop-os,32175
767,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:50:54,pop-os,32174
768,Counter,15672,,,agent.ping.count,2022-01-23T20:50:54,pop-os,32169
769,Measurement,10,,,agent.ping.roundtriptime,2022-01-23T20:50:52,pop-os,32173
770,Counter,15671,,,agent.ping.count,2022-01-23T20:50:52,pop-os,32168
771,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:50:50,pop-os,32172
772,Counter,15670,,,agent.ping.count,2022-01-23T20:50:50,pop-os,32167
773,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:50:48,pop-os,32171
774,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:50:48,agent.ping.average.failure,2022-01-23T20:50:48,pop-os,32170
775,Counter,15669,,,agent.ping.count,2022-01-23T20:50:48,pop-os,32166
776,Counter,15668,,,agent.ping.count,2022-01-23T20:50:46,pop-os,32165
777,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:50:45,pop-os,32164
778,Measurement,43,,,agent.ping.roundtriptime,2022-01-23T20:50:43,pop-os,32163
779,Counter,15667,,,agent.ping.count,2022-01-23T20:50:43,pop-os,32159
780,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:50:41,pop-os,32162
781,Counter,15666,,,agent.ping.count,2022-01-23T20:50:41,pop-os,32158
782,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:50:39,pop-os,32161
783,Counter,15665,,,agent.ping.count,2022-01-23T20:50:39,pop-os,32157
784,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:50:37,pop-os,32160
785,Counter,15664,,,agent.ping.count,2022-01-23T20:50:37,pop-os,32156
786,Counter,15663,,,agent.ping.count,2022-01-23T20:50:35,pop-os,32155
787,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:50:35,pop-os,32154
788,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:50:33,pop-os,32153
789,Counter,15662,,,agent.ping.count,2022-01-23T20:50:33,pop-os,32148
790,Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:50:31,pop-os,32152
791,Counter,15661,,,agent.ping.count,2022-01-23T20:50:31,pop-os,32147
792,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:50:29,pop-os,32151
793,Counter,15660,,,agent.ping.count,2022-01-23T20:50:29,pop-os,32146
794,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:50:27,pop-os,32150
795,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:50:27,agent.ping.average.failure,2022-01-23T20:50:27,pop-os,32149
796,Counter,15659,,,agent.ping.count,2022-01-23T20:50:27,pop-os,32145
797,Measurement,18,,,agent.ping.roundtriptime,2022-01-23T20:50:25,pop-os,32144
798,Counter,15658,,,agent.ping.count,2022-01-23T20:50:25,pop-os,32139
799,Measurement,50,,,agent.ping.roundtriptime,2022-01-23T20:50:23,pop-os,32143
800,Counter,15657,,,agent.ping.count,2022-01-23T20:50:23,pop-os,32138
801,Measurement,10,,,agent.ping.roundtriptime,2022-01-23T20:50:21,pop-os,32142
802,Counter,15656,,,agent.ping.count,2022-01-23T20:50:21,pop-os,32137
803,Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:50:19,pop-os,32141
804,Counter,15655,,,agent.ping.count,2022-01-23T20:50:19,pop-os,32136
805,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:50:17,pop-os,32140
806,Counter,15654,,,agent.ping.count,2022-01-23T20:50:17,pop-os,32135
807,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:50:15,pop-os,32134
808,Counter,15653,,,agent.ping.count,2022-01-23T20:50:15,pop-os,32129
809,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:50:13,pop-os,32133
810,Counter,15652,,,agent.ping.count,2022-01-23T20:50:13,pop-os,32128
811,Measurement,42,,,agent.ping.roundtriptime,2022-01-23T20:50:11,pop-os,32132
812,Counter,15651,,,agent.ping.count,2022-01-23T20:50:11,pop-os,32127
813,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:50:09,pop-os,32131
814,Counter,15650,,,agent.ping.count,2022-01-23T20:50:09,pop-os,32126
815,Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:50:07,pop-os,32130
816,Counter,15649,,,agent.ping.count,2022-01-23T20:50:07,pop-os,32125
817,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:50:07,agent.ping.average.failure,2022-01-23T20:50:07,pop-os,32124
818,Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:50:05,pop-os,32123
819,Counter,15648,,,agent.ping.count,2022-01-23T20:50:05,pop-os,32119
820,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:50:03,pop-os,32122
821,Counter,15647,,,agent.ping.count,2022-01-23T20:50:03,pop-os,32118
822,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:50:00,pop-os,32121
823,Counter,15646,,,agent.ping.count,2022-01-23T20:50:00,pop-os,32117
824,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:49:58,pop-os,32120
825,Counter,15645,,,agent.ping.count,2022-01-23T20:49:58,pop-os,32116
826,Counter,15644,,,agent.ping.count,2022-01-23T20:49:56,pop-os,32115
827,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:49:56,pop-os,32114
828,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:49:54,pop-os,32113
829,Counter,15643,,,agent.ping.count,2022-01-23T20:49:54,pop-os,32109
830,Measurement,26,,,agent.ping.roundtriptime,2022-01-23T20:49:52,pop-os,32112
831,Counter,15642,,,agent.ping.count,2022-01-23T20:49:52,pop-os,32108
832,Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:49:50,pop-os,32111
833,Counter,15641,,,agent.ping.count,2022-01-23T20:49:50,pop-os,32107
834,Measurement,8,,,agent.ping.roundtriptime,2022-01-23T20:49:48,pop-os,32110
835,Counter,15640,,,agent.ping.count,2022-01-23T20:49:48,pop-os,32106
836,Counter,15639,,,agent.ping.count,2022-01-23T20:49:46,pop-os,32105
837,Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:49:46,pop-os,32104
838,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:49:46,agent.ping.average.failure,2022-01-23T20:49:46,pop-os,32103
839,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:49:44,pop-os,32102
840,Counter,15638,,,agent.ping.count,2022-01-23T20:49:44,pop-os,32098
841,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:49:42,pop-os,32101
842,Counter,15637,,,agent.ping.count,2022-01-23T20:49:42,pop-os,32097
843,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:49:40,pop-os,32100
844,Counter,15636,,,agent.ping.count,2022-01-23T20:49:40,pop-os,32096
845,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:49:38,pop-os,32099
846,Counter,15635,,,agent.ping.count,2022-01-23T20:49:38,pop-os,32095
847,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:49:36,pop-os,32094
848,Counter,15634,,,agent.ping.count,2022-01-23T20:49:36,pop-os,32089
849,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:49:34,pop-os,32093
850,Counter,15633,,,agent.ping.count,2022-01-23T20:49:34,pop-os,32088
851,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:49:32,pop-os,32092
852,Counter,15632,,,agent.ping.count,2022-01-23T20:49:32,pop-os,32087
853,Measurement,23,,,agent.ping.roundtriptime,2022-01-23T20:49:30,pop-os,32091
854,Counter,15631,,,agent.ping.count,2022-01-23T20:49:30,pop-os,32086
855,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:49:28,pop-os,32090
856,Counter,15630,,,agent.ping.count,2022-01-23T20:49:28,pop-os,32085
857,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:49:26,pop-os,32084
858,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:49:26,agent.ping.average.failure,2022-01-23T20:49:26,pop-os,32083
859,Counter,15629,,,agent.ping.count,2022-01-23T20:49:26,pop-os,32079
860,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:49:24,pop-os,32082
861,Counter,15628,,,agent.ping.count,2022-01-23T20:49:24,pop-os,32078
862,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:49:22,pop-os,32081
863,Counter,15627,,,agent.ping.count,2022-01-23T20:49:22,pop-os,32077
864,Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:49:20,pop-os,32080
865,Counter,15626,,,agent.ping.count,2022-01-23T20:49:20,pop-os,32076
866,Counter,15625,,,agent.ping.count,2022-01-23T20:49:18,pop-os,32075
867,Measurement,37,,,agent.ping.roundtriptime,2022-01-23T20:49:17,pop-os,32074
868,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:49:15,pop-os,32073
869,Counter,15624,,,agent.ping.count,2022-01-23T20:49:15,pop-os,32069
870,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:49:13,pop-os,32072
871,Counter,15623,,,agent.ping.count,2022-01-23T20:49:13,pop-os,32068
872,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:49:11,pop-os,32071
873,Counter,15622,,,agent.ping.count,2022-01-23T20:49:11,pop-os,32067
874,Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:49:09,pop-os,32070
875,Counter,15621,,,agent.ping.count,2022-01-23T20:49:09,pop-os,32066
876,Counter,15620,,,agent.ping.count,2022-01-23T20:49:07,pop-os,32065
877,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:49:07,pop-os,32064
878,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:49:05,pop-os,32063
879,Measurement,1,2022-01-23T20:43:39,2022-01-23T20:49:05,agent.ping.average.failure,2022-01-23T20:49:05,pop-os,32062
880,Counter,15619,,,agent.ping.count,2022-01-23T20:49:05,pop-os,32058
881,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:49:03,pop-os,32061
882,Counter,15618,,,agent.ping.count,2022-01-23T20:49:03,pop-os,32057
883,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:49:01,pop-os,32060
884,Counter,15617,,,agent.ping.count,2022-01-23T20:49:01,pop-os,32056
885,Measurement,11,,,agent.ping.roundtriptime,2022-01-23T20:48:59,pop-os,32059
886,Counter,15616,,,agent.ping.count,2022-01-23T20:48:59,pop-os,32055
887,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:48:57,pop-os,32054
888,Counter,15615,,,agent.ping.count,2022-01-23T20:48:57,pop-os,32050
889,Measurement,35,,,agent.ping.roundtriptime,2022-01-23T20:48:55,pop-os,32053
890,Counter,15614,,,agent.ping.count,2022-01-23T20:48:55,pop-os,32049
891,Measurement,21,,,agent.ping.roundtriptime,2022-01-23T20:48:53,pop-os,32052
892,Counter,15613,,,agent.ping.count,2022-01-23T20:48:53,pop-os,32048
893,Measurement,19,,,agent.ping.roundtriptime,2022-01-23T20:48:51,pop-os,32051
894,Counter,15612,,,agent.ping.count,2022-01-23T20:48:51,pop-os,32047
895,Counter,15611,,,agent.ping.count,2022-01-23T20:48:49,pop-os,32046
896,Counter,15610,,,agent.ping.count,2022-01-23T20:48:47,pop-os,32045
897,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:48:47,pop-os,32044
898,Measurement,23,,,agent.ping.roundtriptime,2022-01-23T20:48:45,pop-os,32043
899,Measurement,0,2022-01-23T20:43:39,2022-01-23T20:48:45,agent.ping.average.failure,2022-01-23T20:48:45,pop-os,32042
900,Counter,15609,,,agent.ping.count,2022-01-23T20:48:45,pop-os,32038
901,Measurement,44,,,agent.ping.roundtriptime,2022-01-23T20:48:43,pop-os,32041
902,Counter,15608,,,agent.ping.count,2022-01-23T20:48:43,pop-os,32037
903,Measurement,41,,,agent.ping.roundtriptime,2022-01-23T20:48:40,pop-os,32040
904,Counter,15607,,,agent.ping.count,2022-01-23T20:48:40,pop-os,32036
905,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:48:38,pop-os,32039
906,Counter,15606,,,agent.ping.count,2022-01-23T20:48:38,pop-os,32035
907,Measurement,12,,,agent.ping.roundtriptime,2022-01-23T20:48:36,pop-os,32034
908,Counter,15605,,,agent.ping.count,2022-01-23T20:48:36,pop-os,32029
909,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:48:34,pop-os,32033
910,Counter,15604,,,agent.ping.count,2022-01-23T20:48:34,pop-os,32028
911,Measurement,37,,,agent.ping.roundtriptime,2022-01-23T20:48:32,pop-os,32032
912,Counter,15603,,,agent.ping.count,2022-01-23T20:48:32,pop-os,32027
913,Measurement,65,,,agent.ping.roundtriptime,2022-01-23T20:48:30,pop-os,32031
914,Counter,15602,,,agent.ping.count,2022-01-23T20:48:30,pop-os,32026
915,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:48:28,pop-os,32030
916,Counter,15601,,,agent.ping.count,2022-01-23T20:48:28,pop-os,32025
917,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:48:26,pop-os,32024
918,Counter,15600,,,agent.ping.count,2022-01-23T20:48:26,pop-os,32019
919,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:48:24,pop-os,32023
920,Measurement,1,2022-01-23T20:43:39,2022-01-23T20:48:24,agent.ping.average.failure,2022-01-23T20:48:24,pop-os,32022
921,Counter,15599,,,agent.ping.count,2022-01-23T20:48:24,pop-os,32018
922,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:48:22,pop-os,32021
923,Counter,15598,,,agent.ping.count,2022-01-23T20:48:22,pop-os,32017
924,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:48:20,pop-os,32020
925,Counter,15597,,,agent.ping.count,2022-01-23T20:48:20,pop-os,32016
926,Counter,15596,,,agent.ping.count,2022-01-23T20:48:18,pop-os,32015
927,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:48:16,pop-os,32014
928,Counter,15595,,,agent.ping.count,2022-01-23T20:48:16,pop-os,32009
929,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:48:14,pop-os,32013
930,Counter,15594,,,agent.ping.count,2022-01-23T20:48:14,pop-os,32008
931,Measurement,20,,,agent.ping.roundtriptime,2022-01-23T20:48:12,pop-os,32012
932,Counter,15593,,,agent.ping.count,2022-01-23T20:48:12,pop-os,32007
933,Measurement,16,,,agent.ping.roundtriptime,2022-01-23T20:48:10,pop-os,32011
934,Counter,15592,,,agent.ping.count,2022-01-23T20:48:10,pop-os,32006
935,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:48:08,pop-os,32010
936,Counter,15591,,,agent.ping.count,2022-01-23T20:48:08,pop-os,32005
937,Measurement,14,,,agent.ping.roundtriptime,2022-01-23T20:48:05,pop-os,32004
938,Counter,15590,,,agent.ping.count,2022-01-23T20:48:05,pop-os,31999
939,Measurement,13,,,agent.ping.roundtriptime,2022-01-23T20:48:03,pop-os,32003
940,Measurement,1,2022-01-23T20:43:39,2022-01-23T20:48:03,agent.ping.average.failure,2022-01-23T20:48:03,pop-os,32002
941,Counter,15589,,,agent.ping.count,2022-01-23T20:48:03,pop-os,31998
942,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:48:01,pop-os,32001
943,Counter,15588,,,agent.ping.count,2022-01-23T20:48:01,pop-os,31997
944,Measurement,17,,,agent.ping.roundtriptime,2022-01-23T20:47:59,pop-os,32000
945,Counter,15587,,,agent.ping.count,2022-01-23T20:47:59,pop-os,31996
946,Counter,15586,,,agent.ping.count,2022-01-23T20:47:57,pop-os,31995
947,Measurement,22,,,agent.ping.roundtriptime,2022-01-23T20:47:57,pop-os,31994
948,Measurement,95,,,agent.ping.roundtriptime,2022-01-23T20:47:55,pop-os,31993
949,Counter,15585,,,agent.ping.count,2022-01-23T20:47:55,pop-os,31991
950,Counter,15584,,,agent.ping.count,2022-01-23T20:47:53,pop-os,31990
951,Counter,15583,,,agent.ping.count,2022-01-23T20:47:51,pop-os,31989
952,Counter,15582,,,agent.ping.count,2022-01-23T20:47:49,pop-os,31988
953,Counter,15581,,,agent.ping.count,2022-01-23T20:47:47,pop-os,31987
954,Measurement,15,,,agent.ping.roundtriptime,2022-01-23T20:47:45,pop-os,31992
955,Counter,15580,,,agent.ping.count,2022-01-23T20:47:45,pop-os,31986
956,Counter,15579,,,agent.ping.count,2022-01-23T20:47:43,pop-os,31985
